rate,"rate ( [LABEL] , [NUM] , [S_ENTITY] , [S_ATTRIBUTE] , None , [T_ENTITY] , [T_ATTRIBUTE] , None )",[LABEL] possesses [NUM] [S_ATTRIBUTE] [S_ENTITY] for every [T_ATTRIBUTE] [T_ENTITY].
part,"part ( [W_LABEL] , [P_LABEL] , [W_ENTITY] , None , None , [P_ENTITY] , None , None )",If everyone sums up the [W_ENTITY] that they have.
part,"part ( [W_LABEL] , [P_LABEL] , [W_ENTITY] , None , [W_UNIT] , [P_ENTITY] , None , [P_UNIT] )",If everyone sums up the [W_ENTITY] that they have in [W_UNIT]s.
part,"part ( [W_LABEL] , [P_LABEL] , [W_ENTITY] , [W_ATTRIBUTE] , None , [P_ENTITY] , [P_ATTRIBUTE] , None )",If everyone sums up the [W_ATTRIBUTE] [W_ENTITY] that they have.
q-container,"container ( [LABEL] , None , [ENTITY] , None , None )",How many [ENTITY] does [LABEL] have?
q-container,"container ( [LABEL] , None , [ENTITY] , None , None )",How many [ENTITY] does [LABEL] have in their collection?
q-container,"container ( [LABEL] , None , [ENTITY] , None , None )",How many [ENTITY] does [LABEL] have in total?
q-container,"container ( [LABEL] , None , [ENTITY] , None , None )",How many [ENTITY] does [LABEL] have totaled?
q-container,"container ( [LABEL] , None , [ENTITY] , None , None )",How many [ENTITY] does [LABEL] have in all?
q-container,"container ( [LABEL] , None , [ENTITY] , [ATTRIBUTE] , None )",What is the number of [ATTRIBUTE] [ENTITY] that [LABEL] has?
q-container,"container ( [LABEL] , None , [ENTITY] , None , [UNIT] )",How many [UNIT]s of [ENTITY] does [LABEL] have?
q-add,"add ( [R_LABEL] , [A_LABEL] , None , [R_ENTITY] , None , None , [A_ENTITY] , None , None )",How many [R_ENTITY] does [R_LABEL] have more than [A_LABEL]?
q-add,"add ( [R_LABEL] , [A_LABEL] , None , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , [A_UNIT] )",How many [R_UNIT]s of [R_ENTITY] does [R_LABEL] have more than [A_LABEL]?
q-add,"add ( [R_LABEL] , [A_LABEL] , None , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , [A_ATTRIBUTE] , None )",How many [R_ATTRIBUTE] [R_ENTITY] does [R_LABEL] have more than [A_LABEL]?
q-rate,"rate ( [LABEL] , None , [S_ENTITY] , None , None , [T_ENTITY] , None , None )",How many [S_ENTITY] does each of [LABEL]'s' [T_ENTITY] contain?
q-rate,"rate ( [LABEL] , None , [S_ENTITY] , None , [S_UNIT] , [T_ENTITY] , None , None )",How many [S_UNIT]s of [S_ENTITY] does each of [LABEL]'s' [T_ENTITY] contain?
q-rate,"rate ( [LABEL] , None , [S_ENTITY] , [S_ATTRIBUTE] , None , [T_ENTITY] , [T_ATTRIBUTE] , None )",How many [S_ATTRIBUTE] [S_ENTITY] does each of [LABEL]'s' [T_ATTRIBUTE] [T_ENTITY] contain?
cons-add,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , None , [A_ENTITY] , None , None )",[R_LABEL] has [NUM] more [R_ENTITY] than [A_LABEL].
cons-add,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , None )",[R_LABEL] has [NUM] [R_UNIT]s more [R_ENTITY] than [A_LABEL].
cons-add,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , None , None )",[R_LABEL] has [NUM] more [R_ATTRIBUTE] [R_ENTITY] than [A_LABEL].
cons-add,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , [A_ATTRIBUTE] , None )",[R_LABEL] has [NUM] more [R_ATTRIBUTE] [R_ENTITY] than [A_LABEL].
cons-add,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , [A_UNIT] )",[R_LABEL] has [NUM] [R_UNIT]s of [R_ENTITY] more than [A_LABEL].
cons-sub,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , None , [A_ENTITY] , None , None )",[A_LABEL] has [NUM] fewer [A_ENTITY] than [R_LABEL].
cons-sub,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , None )",[A_LABEL] has [NUM] [A_UNIT]s less [A_ENTITY] than [R_LABEL].
cons-sub,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , None , None )",[A_LABEL] has [NUM] fewer [A_ATTRIBUTE] [A_ENTITY] than [A_LABEL].
cons-sub,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , [A_ATTRIBUTE] , None )",[A_LABEL] has [NUM] fewer [A_ATTRIBUTE] [A_ENTITY] than [R_LABEL].
cons-sub,"add ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , [A_UNIT] )",[A_LABEL] has [NUM] [A_UNIT]s of [A_ENTITY] less than [R_LABEL].
cons-times,"times ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , None , [A_ENTITY] , None , None )",[R_LABEL] has [NUM] times as many [R_ENTITY] as [A_LABEL].
cons-times,"times ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , [A_UNIT] )",[R_LABEL] has [NUM] times as much [R_ENTITY] in [R_UNIT]s as [A_LABEL] does.
cons-times,"times ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , [A_ATTRIBUTE] , None )", [R_LABEL] has [NUM] times the amount of [R_ATTRIBUTE] [R_ENTITY] compared to the amount [A_LABEL] has.
cons-div,"times ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , None , [A_ENTITY] , None , None )",[A_LABEL] has 1/[NUM] the amount of [A_ENTITY] as [R_LABEL].
cons-div,"times ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , None , [R_UNIT] , [A_ENTITY] , None , [A_UNIT] )",[A_LABEL] has 1/[NUM] as much [A_ENTITY] in [A_UNIT]s as [R_LABEL] does.
cons-div,"times ( [R_LABEL] , [A_LABEL] , [NUM] , [R_ENTITY] , [R_ATTRIBUTE] , None , [A_ENTITY] , [A_ATTRIBUTE] , None )", [A_LABEL] has 1/[NUM] the amount of [A_ATTRIBUTE] [A_ENTITY] compared to the amount [R_LABEL] has.
